dataset	method	lang	lm	BLEU	StreamLAAL	StreamLAAL_CA	TERM_ACC	TERM_CORRECT	TERM_TOTAL	source_type	source_path	event_id	wandb_run_id	status	note
acl_tagged_raw	InfiniSST	ja	4	30.7506	3400.4659	3912.3631	0.6830	642	940	verified_acl6060_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_acl6060_de_ja_baseline_posteval/ja_lm4/eval_results.main.tsv	20260525T2110__analysis__acl_tagged_de_ja_infinisst_baseline_refresh		verified	new ACL6060 tagged raw InfiniSST baseline; BLEU/StreamLAAL/TERM from post-eval of acl6060_de_ja_results instances.log with tagged raw glossary
acl_tagged_raw	InfiniSST	de	1	27.1215	1121.0093	1535.2811	0.6075	568	935	verified_acl6060_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_acl6060_de_ja_baseline_posteval/de_lm1/eval_results.main.tsv	20260525T2110__analysis__acl_tagged_de_ja_infinisst_baseline_refresh		verified	new ACL6060 tagged raw InfiniSST baseline; BLEU/StreamLAAL/TERM from post-eval of acl6060_de_ja_results instances.log with tagged raw glossary
acl_tagged_raw	InfiniSST	de	2	30.2516	1759.0611	2138.9597	0.6759	632	935	verified_acl6060_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_acl6060_de_ja_baseline_posteval/de_lm2/eval_results.main.tsv	20260525T2110__analysis__acl_tagged_de_ja_infinisst_baseline_refresh		verified	new ACL6060 tagged raw InfiniSST baseline; BLEU/StreamLAAL/TERM from post-eval of acl6060_de_ja_results instances.log with tagged raw glossary
acl_tagged_raw	InfiniSST	de	3	31.4666	2390.0315	2830.7192	0.6513	609	935	verified_acl6060_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_acl6060_de_ja_baseline_posteval/de_lm3/eval_results.main.tsv	20260525T2110__analysis__acl_tagged_de_ja_infinisst_baseline_refresh		verified	new ACL6060 tagged raw InfiniSST baseline; BLEU/StreamLAAL/TERM from post-eval of acl6060_de_ja_results instances.log with tagged raw glossary
acl_tagged_raw	InfiniSST	de	4	33.1867	2826.7227	3329.3659	0.6684	625	935	verified_acl6060_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_acl6060_de_ja_baseline_posteval/de_lm4/eval_results.main.tsv	20260525T2110__analysis__acl_tagged_de_ja_infinisst_baseline_refresh		verified	new ACL6060 tagged raw InfiniSST baseline; BLEU/StreamLAAL/TERM from post-eval of acl6060_de_ja_results instances.log with tagged raw glossary
acl_tagged_raw	RASST	de	1	26.6342	1005.4469	1706.9372	0.7914	740	935	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_de_cap16_denoise_lm14_serial_chunks30_aries_20260525T1504_tagged_acl_de_cap16_denoise_lm14_serial_chunks30_aries/de_cap16_denoise_ttag_hn1024_tau078_omit_serial_chunks30/de/dtagacl_serial_dedenoise_ttag_hn1024_tau078_omit_chunks30_lm1_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260525T1504__simuleval__tagged_acl_de_cap16_denoise_lm14_serial_chunks30_aries		verified	cap16-denoise tagged-term SLM, HN1024 tau=0.78, empty maps omitted, cache chunks30; serial eval for lm1
acl_tagged_raw	RASST	de	2	29.5239	1579.3577	2864.4830	0.8406	786	935	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_de_cap16_denoise_lm23_batch_aries_20260525T172158_deacl23_jamed1234_cap16denoise_aries/de_cap16_denoise_ttag_hn1024_tau078_omit_batch_chunks30_lm23_aries/de/dtagacl_bv1_decap16den_ttag_hn1024_tau078_omit_chunks30_lm23_aries_lm2_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260525T172158__simuleval__de_acl_lm23_then_ja_medicine_cap16_denoise_aries		verified	cap16-denoise tagged-term SLM, HN1024 tau=0.78, empty maps omitted, cache chunks30; batch eval
acl_tagged_raw	RASST	de	3	32.7061	2209.1550	3083.8749	0.8481	793	935	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_de_cap16_denoise_lm23_batch_aries_20260525T172158_deacl23_jamed1234_cap16denoise_aries/de_cap16_denoise_ttag_hn1024_tau078_omit_batch_chunks30_lm23_aries/de/dtagacl_bv1_decap16den_ttag_hn1024_tau078_omit_chunks30_lm23_aries_lm3_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260525T172158__simuleval__de_acl_lm23_then_ja_medicine_cap16_denoise_aries		verified	cap16-denoise tagged-term SLM, HN1024 tau=0.78, empty maps omitted, cache chunks30; batch eval
acl_tagged_raw	RASST	de	4	33.3787	2697.1732	1553.3712	0.8599	804	935	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_de_cap16_denoise_lm14_batch_chunks30_taurus_20260525T1504_tagged_acl_de_cap16_denoise_lm14_batch_chunks30_taurus/de_cap16_denoise_ttag_hn1024_tau078_omit_batch_chunks30/de/dtagacl_bv1_dedenoise_ttag_hn1024_tau078_omit_chunks30_batch_lm4_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260525T1504__simuleval__tagged_acl_de_cap16_denoise_lm14_batch_chunks30_taurus		verified	cap16-denoise tagged-term SLM, HN1024 tau=0.78, empty maps omitted, cache chunks30; batch eval for lm4
acl_tagged_raw	RASST	ja	1	21.6332	1495.6056	2159.8193	0.8170	768	940	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_new_v9_hn1024_tau078_raw_ja_lm1to4_20260524T0933_tagacl_newv9_hn1024_tau078_raw_ja_taurus8/new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau078/ja/dtagacl_new_v9_hn1024_tau078_lm1_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260524T0933__simuleval__tagged_acl_new_v9_hn1024_tau078_raw_ja_lm1to4_taurus8_retry_shorttmp	pqg9tvhd	verified	
acl_tagged_raw	RASST	ja	2	31.1507	2196.1838	2941.7484	0.8670	815	940	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_new_v9_hn1024_tau078_raw_ja_lm1to4_20260524T0933_tagacl_newv9_hn1024_tau078_raw_ja_taurus8/new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau078/ja/dtagacl_new_v9_hn1024_tau078_lm2_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260524T0933__simuleval__tagged_acl_new_v9_hn1024_tau078_raw_ja_lm1to4_taurus8_retry_shorttmp	5ht34lfe	verified	
acl_tagged_raw	RASST	ja	3	33.2493	2750.7380	3636.8494	0.8638	812	940	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_new_v9_hn1024_tau078_raw_ja_lm1to4_20260524T0933_tagacl_newv9_hn1024_tau078_raw_ja_taurus8/new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau078/ja/dtagacl_new_v9_hn1024_tau078_lm3_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260524T0933__simuleval__tagged_acl_new_v9_hn1024_tau078_raw_ja_lm1to4_taurus8_retry_shorttmp	ycso1ibu	verified	
acl_tagged_raw	RASST	ja	4	33.2365	3285.9395	4587.3454	0.8766	824	940	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_new_v9_hn1024_tau078_raw_ja_lm1to4_20260524T0933_tagacl_newv9_hn1024_tau078_raw_ja_taurus8/new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau078/ja/dtagacl_new_v9_hn1024_tau078_lm4_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260524T0933__simuleval__tagged_acl_new_v9_hn1024_tau078_raw_ja_lm1to4_taurus8_retry_shorttmp	408pmg2v	verified	
acl_tagged_raw	RASST	zh	1	44.4102	1236.7205	1626.2782	0.8539	760	890	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_same_lm_batch_v1_hn1024_tau078_raw_zh_lm1_max256_20260524T1442_tagacl_same_lm_batch_v1exact_hn1024_tau078_raw_zh_lm1_max256_taurus45/new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau078_same_lm_batch_v1_max256/zh/dtagacl_same_lm_batch_v1_hn1024_tau078_max256_lm1_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260524T1442__simuleval__tagged_acl_same_lm_batch_v1exact_hn1024_tau078_raw_zh_lm1_max256	kolja8vr	verified	same-lm batch max256 readout requested by user
acl_tagged_raw	RASST	zh	2	49.6099	1861.8699	2625.5644	0.8888	791	890	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_new_v9_hn1024_tau078_raw_zh_lm23_20260524T0522_tagacl_newv9_hn1024_tau078_raw_zh_lm23_aries4567/new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau078/zh/dtagacl_new_v9_hn1024_tau078_lm2_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260524T0522__simuleval__tagged_acl_new_v9_hn1024_tau078_raw_zh_lm23_aries4567	hplut7h5	verified	
acl_tagged_raw	RASST	zh	3	50.1545	2342.6068	3362.6216	0.8989	800	890	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_new_v9_hn1024_tau078_raw_zh_lm23_20260524T0522_tagacl_newv9_hn1024_tau078_raw_zh_lm23_aries4567/new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau078/zh/dtagacl_new_v9_hn1024_tau078_lm3_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260524T0522__simuleval__tagged_acl_new_v9_hn1024_tau078_raw_zh_lm23_aries4567	a7bqd6nu	verified	
acl_tagged_raw	RASST	zh	4	50.8145	2785.5040	3922.4009	0.9000	801	890	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/tagged_acl_new_v9_hn1024_tau078_raw_zh_lm4_20260524T0555_tagacl_newv9_hn1024_tau078_raw_zh_lm4_aries45/new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau078/zh/dtagacl_new_v9_hn1024_tau078_lm4_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/eval_results.tsv	20260524T0555__simuleval__tagged_acl_new_v9_hn1024_tau078_raw_zh_lm4_aries45		verified	eval_results exists although source manifest was not fully re-registered after completion
acl_paper_extracted	Offline ST	zh	NA	49.6625	NA	NA	0.7941	297	374	user_supplied_reusable	user_prompt_2026-05-24			offline_reference	paper-extracted offline row preserved in TSV only
acl_paper_extracted	Offline ST	ja	NA	32.9328	NA	NA	0.7623	202	265	user_supplied_reusable	user_prompt_2026-05-24			offline_reference	paper-extracted offline row preserved in TSV only
acl_paper_extracted	Offline ST	de	NA	35.7641	NA	NA	0.7261	228	314	user_supplied_reusable	user_prompt_2026-05-24			offline_reference	paper-extracted offline row preserved in TSV only
acl_paper_extracted	InfiniSST	zh	1	40.8600	1142	1576	0.7353	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	zh	2	45.6600	1789	2289	0.7299	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	zh	3	47.5000	2216	2886	0.7540	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	zh	4	47.7300	2583	3304	0.7754	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	ja	1	21.3500	1554	2148	0.6679	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	ja	2	28.0400	2287	2893	0.6491	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	ja	3	28.9400	2693	3445	0.7057	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	ja	4	30.5800	3330	4243	0.7472	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	de	1	27.2900	1132	1645	0.5732	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	de	2	30.8900	1829	2464	0.5701	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	de	3	31.2400	2373	3275	0.6815	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	InfiniSST	de	4	31.4200	2826	3932	0.6561	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	zh	1	43.3000	1219	1724	0.8075	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	zh	2	47.5000	1792	2432	0.8930	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	zh	3	49.0500	2280	3052	0.8556	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	zh	4	49.0700	2703	3676	0.8930	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	ja	1	19.1000	1371	2176	0.7208	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	ja	2	27.3800	2045	2874	0.7660	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	ja	3	29.3100	2670	3697	0.8075	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	ja	4	30.8500	3050	4417	0.8226	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	de	1	28.2900	1108	1743	0.7038	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	de	2	31.8400	1704	3911	0.7994	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	de	3	30.1000	2158	3251	0.7134	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
acl_paper_extracted	RASST	de	4	28.8700	2591	3921	0.7580	NA	NA	user_supplied_reusable	user_prompt_2026-05-24			reference_user_supplied	preserved for provenance; not used in new figures
medicine_hardraw	Offline ST	zh	NA	45.5100	NA	NA	0.4301	320	744	offline_llm_parsed	/mnt/data/siqiouyang/runs/infinisst_rag/offline/eso/baseline/zh			offline_reference	offline full-context LLM baseline from Siqi's offline/eso/baseline outputs; plotted as no-latency horizontal reference
medicine_hardraw	Offline + GT terms	zh	NA	47.5850	NA	NA	0.9059	674	744	offline_llm_parsed	/mnt/data/siqiouyang/runs/infinisst_rag/offline/eso/glossary/zh			offline_reference	offline full-context LLM with oracle/GT terms from Siqi's offline/eso/glossary outputs; plotted as oracle-term horizontal reference
medicine_hardraw	Offline ST	de	NA	34.3600	NA	NA	0.4889	351	718	offline_llm_parsed	/mnt/data/siqiouyang/runs/infinisst_rag/offline/eso/baseline/de			offline_reference	offline full-context LLM baseline from Siqi's offline/eso/baseline outputs; plotted as no-latency horizontal reference
medicine_hardraw	Offline + GT terms	de	NA	35.8160	NA	NA	0.8621	619	718	offline_llm_parsed	/mnt/data/siqiouyang/runs/infinisst_rag/offline/eso/glossary/de			offline_reference	offline full-context LLM with oracle/GT terms from Siqi's offline/eso/glossary outputs; plotted as oracle-term horizontal reference
medicine_hardraw	Offline ST	ja	NA	32.1240	NA	NA	0.3220	237	736	offline_llm_parsed	/mnt/data/siqiouyang/runs/infinisst_rag/offline/eso/baseline/ja			offline_reference	offline full-context LLM baseline from Siqi's offline/eso/baseline outputs; plotted as no-latency horizontal reference
medicine_hardraw	Offline + GT terms	ja	NA	34.0710	NA	NA	0.8519	627	736	offline_llm_parsed	/mnt/data/siqiouyang/runs/infinisst_rag/offline/eso/glossary/ja			offline_reference	offline full-context LLM with oracle/GT terms from Siqi's offline/eso/glossary outputs; plotted as oracle-term horizontal reference
medicine_hardraw	InfiniSST	zh	1	27.9415	766.8179	1308.9364	0.4276	316	739	verified_hard_manual_streamlaal	/mnt/gemini/data1/jiaxuanluo/medicine_norag_baseline_abbrev_restored_batched_20260524_zh_lm1_aries01/zh/gigaspeech-zh-s_origin-bsz4_gstrict_fixed_medicine_glossary_abbrev_restored__medicine5_cs0.96_hs0.48_lm1_k210_k110_th0p0/eval_results_streamlaal_term.hard_llm_manual_check.tsv	20260524T0610__simuleval__medicine_norag_abbrev_restored_zh_lm13_lm4no605000_aries		verified	baseline no-RAG hard-manual StreamLAAL/TERM post-eval
medicine_hardraw	InfiniSST	zh	2	37.8511	1509.4274	2024.9701	0.4628	342	739	verified_hard_manual_streamlaal	/mnt/gemini/data1/jiaxuanluo/medicine_norag_baseline_abbrev_restored_batched_20260522/zh/gigaspeech-zh-s_origin-bsz4_gmedicine_gt571_abbrev_restored__medicine5_cs1.92_hs0.48_lm2_k210_k110_th0p0/eval_results_streamlaal_term.hard_llm_manual_check.tsv	20260524T0717__analysis__medicine_zh_hard_manual_lm2_lm4_605000_posteval		verified	baseline no-RAG hard-manual StreamLAAL/TERM post-eval
medicine_hardraw	InfiniSST	zh	3	40.4082	2058.8432	2768.8191	0.4926	364	739	verified_hard_manual_streamlaal	/mnt/gemini/data1/jiaxuanluo/medicine_norag_baseline_abbrev_restored_batched_20260524_zh_lm3_aries67/zh/gigaspeech-zh-s_origin-bsz4_gstrict_fixed_medicine_glossary_abbrev_restored__medicine5_cs2.88_hs0.48_lm3_k210_k110_th0p0/eval_results_streamlaal_term.hard_llm_manual_check.tsv	20260524T0610__simuleval__medicine_norag_abbrev_restored_zh_lm13_lm4no605000_aries		verified	baseline no-RAG hard-manual StreamLAAL/TERM post-eval
medicine_hardraw	InfiniSST	zh	4	41.4557	2470.3306	3648.9152	0.5115	378	739	verified_hard_manual_streamlaal	/mnt/gemini/data1/jiaxuanluo/medicine_norag_baseline_abbrev_restored_batched_20260524_zh_lm4_with605000_from_taurus_orig80/zh/gigaspeech-zh-s_origin-bsz4_gstrict_fixed_medicine_glossary_abbrev_restored__medicine5_cs3.84_hs0.48_lm4_k210_k110_th0p0/eval_results_streamlaal_term.hard_llm_manual_check.tsv	20260524T0717__analysis__medicine_zh_hard_manual_lm2_lm4_605000_posteval		verified	baseline no-RAG hard-manual StreamLAAL/TERM post-eval
medicine_hardraw	InfiniSST	de	1	22.8060	1295.5148	1731.9854	0.4297	278	647	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/de_lm1/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	InfiniSST	de	2	26.0778	1874.3605	2293.5569	0.5116	331	647	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/de_lm2/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	InfiniSST	de	3	26.7200	2449.6911	3112.0100	0.5240	339	647	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/de_lm3/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	InfiniSST	de	4	28.1365	2913.2500	3354.7920	0.5641	365	647	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/de_lm4/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	InfiniSST	ja	1	19.8868	1576.3450	2010.4034	0.3102	201	648	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/ja_lm1/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	InfiniSST	ja	2	24.6641	2355.0818	2778.6941	0.3472	225	648	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/ja_lm2/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	InfiniSST	ja	3	25.1361	2827.8894	3488.1405	0.4198	272	648	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/ja_lm3/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	InfiniSST	ja	4	26.6835	3437.6181	3922.6420	0.4028	261	648	verified_eso_baseline_posteval	/home/jiaxuanluo/InfiniSST/documents/code/simuleval/reports/20260525_eso_de_ja_baseline_posteval/ja_lm4/eval_results.main.tsv	20260525T1935__analysis__eso_de_ja_infinisst_baseline_main_result_refresh		verified	new ESO InfiniSST baseline; sentence-resegmented BLEU/StreamLAAL/TERM from medicine hardraw post-eval using test.source talk order
medicine_hardraw	RASST	zh	1	33.4005	1140.0656	1570.3781	0.7905	532	673	verified_eval_results	/mnt/gemini/data1/jiaxuanluo/medicine_hardraw_hn1024_tau078_new_v9_batch_20260524T0242/zh/dmedhard5_new_v9_termtag_delay_oldnewv3_r32a64_hn1024_tau0p78_raw_lm1_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212_ppmedicine5_hardraw/eval_results.tsv	20260524T0242__simuleval__medicine_hardraw_hn1024_tau078_new_v9_batch		verified	clean zh New V9 hardraw RASST
