dataset	method	lang	lm	sentence_count	glossary_target_forms	total_terms	exact_correct	exact_accuracy	orthographic_correct	orthographic_accuracy	lemma_correct	lemma_accuracy	form_aware_correct	form_aware_accuracy	match_kinds	instances_log
acl_tagged_raw	InfiniSST	de	3	468	230	935	609	0.651336898395722	674	0.720855614973262	619	0.6620320855614973	684	0.7315508021390374	{'casefold_boundary': 1, 'casefold_or_compound': 58, 'exact': 609, 'german_lemma_sequence': 10, 'miss': 251, 'spacing_hyphen_or_width': 6}	/mnt/taurus/home/jiaxuanluo/InfiniSST/documents/code/train/term_train/reports/figures/acl6060_de_ja_results/de/seg2880/instances.log
acl_tagged_raw	InfiniSST	de	4	468	230	935	625	0.6684491978609626	675	0.7219251336898396	630	0.6737967914438503	680	0.7272727272727273	{'casefold_or_compound': 42, 'exact': 625, 'german_lemma_sequence': 5, 'miss': 255, 'spacing_hyphen_or_width': 8}	/mnt/taurus/home/jiaxuanluo/InfiniSST/documents/code/train/term_train/reports/figures/acl6060_de_ja_results/de/seg3840/instances.log
acl_tagged_raw	RASST	de	1	468	230	935	758	0.8106951871657754	800	0.8556149732620321	769	0.8224598930481284	811	0.8673796791443851	{'casefold_or_compound': 31, 'exact': 758, 'german_lemma_sequence': 11, 'miss': 124, 'spacing_hyphen_or_width': 11}	/mnt/taurus/data1/jiaxuanluo/tagged_acl_de_lm3_serial_promptfix_cache30_audioauto_max40lm_20260526T003437_tagged_acl_de_lm1_serial_promptfix_cache30_audioauto_max40lm_taurus/de/dtagacl_de_lm1_serial_promptfix_cache30_audioauto_max40lm_lm1_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	de	2	468	230	935	776	0.8299465240641711	810	0.8663101604278075	783	0.8374331550802139	817	0.8737967914438503	{'casefold_or_compound': 30, 'exact': 776, 'german_lemma_sequence': 7, 'miss': 118, 'spacing_hyphen_or_width': 4}	/mnt/taurus/data1/jiaxuanluo/main_result_rasst_serial_de_ja_cache30_max40lm_20260525T215831_main_result_rasst_serial_de_ja_cache30_max40lm_taurus_retry1/acl_tagged_raw/de_cap16_denoise_ttag_hn1024_tau078_omit_serial_chunks30_max40lm/de/dmainres_acl_serial_de_cap16denoise_ttag_hn1024_tau078_omit_chunks30_max40lm_lm2_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	de	3	468	230	935	793	0.8481283422459893	823	0.8802139037433155	799	0.8545454545454545	829	0.8866310160427807	{'casefold_or_compound': 26, 'exact': 793, 'german_lemma_sequence': 6, 'miss': 106, 'spacing_hyphen_or_width': 4}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/acl_de_lm3_cache_sweep_20260528T085204Z/cache20_20/cells/acl_tagged_raw__de__lm3/de/drasst_main_result_acl_tagged_raw_de_lm3_lm3_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	de	4	468	230	935	789	0.8438502673796792	831	0.8887700534759359	797	0.8524064171122995	839	0.8973262032085562	{'casefold_or_compound': 41, 'exact': 789, 'german_lemma_sequence': 8, 'miss': 96, 'spacing_hyphen_or_width': 1}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/acl_de_lm4_cache20_probe_20260528T101802Z/cells/acl_tagged_raw__de__lm4/de/drasst_main_result_acl_tagged_raw_de_lm4_lm4_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	ja	1	468	201	940	768	0.8170212765957446	768	0.8170212765957446	768	0.8170212765957446	768	0.8170212765957446	{'exact': 768, 'miss': 172}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/acl_ja/cells/acl_tagged_raw__ja__lm1/ja/drasst_main_result_acl_tagged_raw_ja_lm1_lm1_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	ja	2	468	201	940	795	0.8457446808510638	795	0.8457446808510638	795	0.8457446808510638	795	0.8457446808510638	{'exact': 795, 'miss': 145}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/acl_ja/cells/acl_tagged_raw__ja__lm2/ja/drasst_main_result_acl_tagged_raw_ja_lm2_lm2_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	ja	3	468	201	940	823	0.875531914893617	823	0.875531914893617	823	0.875531914893617	823	0.875531914893617	{'exact': 823, 'miss': 117}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/acl_ja/cells/acl_tagged_raw__ja__lm3/ja/drasst_main_result_acl_tagged_raw_ja_lm3_lm3_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	ja	4	468	201	940	817	0.8691489361702127	818	0.8702127659574468	817	0.8691489361702127	818	0.8702127659574468	{'casefold_or_compound': 1, 'exact': 817, 'miss': 122}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/acl_ja/cells/acl_tagged_raw__ja__lm4/ja/drasst_main_result_acl_tagged_raw_ja_lm4_lm4_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	zh	1	468	191	890	789	0.8865168539325843	791	0.8887640449438202	789	0.8865168539325843	791	0.8887640449438202	{'casefold_or_compound': 1, 'exact': 789, 'miss': 99, 'spacing_hyphen_or_width': 1}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/zh_cap16_denoise_2domain_serial_cache30_20_givenchunks_fix_aries_cpus8_20260528T114706Z/zh_new_model_2domain_serial_cache30_20_givenchunks_fix_aries_cpus8/cells/acl_tagged_raw__zh__lm1/zh/drasst_main_result_acl_tagged_raw_zh_lm1_lm1_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	zh	2	468	191	890	792	0.8898876404494382	793	0.8910112359550562	792	0.8898876404494382	793	0.8910112359550562	{'exact': 792, 'miss': 97, 'spacing_hyphen_or_width': 1}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/zh_cap16_denoise_2domain_serial_cache30_20_givenchunks_fix_aries_cpus8_20260528T114706Z/zh_new_model_2domain_serial_cache30_20_givenchunks_fix_aries_cpus8/cells/acl_tagged_raw__zh__lm2/zh/drasst_main_result_acl_tagged_raw_zh_lm2_lm2_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	zh	3	468	191	890	808	0.9078651685393259	809	0.9089887640449438	808	0.9078651685393259	809	0.9089887640449438	{'exact': 808, 'miss': 81, 'spacing_hyphen_or_width': 1}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/zh_cap16_denoise_2domain_serial_cache30_20_givenchunks_fix_aries_cpus8_20260528T114706Z/zh_new_model_2domain_serial_cache30_20_givenchunks_fix_aries_cpus8/cells/acl_tagged_raw__zh__lm3/zh/drasst_main_result_acl_tagged_raw_zh_lm3_lm3_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
acl_tagged_raw	RASST	zh	4	468	191	890	800	0.898876404494382	801	0.9	800	0.898876404494382	801	0.9	{'exact': 800, 'miss': 89, 'spacing_hyphen_or_width': 1}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/zh_cap16_denoise_2domain_serial_cache30_20_givenchunks_fix_aries_cpus8_20260528T114706Z/zh_new_model_2domain_serial_cache30_20_givenchunks_fix_aries_cpus8/cells/acl_tagged_raw__zh__lm4/zh/drasst_main_result_acl_tagged_raw_zh_lm4_lm4_k10_th0.78_gacl6060_tagged_gt_raw_min_norm2/instances.strip_term.log
medicine_hardraw	InfiniSST	de	1	1437	211	647	278	0.42967542503863987	339	0.5239567233384853	285	0.44049459041731065	346	0.5347758887171561	{'casefold_or_compound': 22, 'exact': 278, 'german_lemma_sequence': 7, 'miss': 301, 'spacing_hyphen_or_width': 39}	/mnt/taurus/home/jiaxuanluo/InfiniSST/documents/code/train/term_train/reports/figures/eso_de_ja_results/de/seg960/instances.log
medicine_hardraw	InfiniSST	de	2	1437	211	647	331	0.5115919629057187	376	0.5811437403400309	338	0.5224111282843895	383	0.5919629057187017	{'casefold_or_compound': 19, 'exact': 331, 'german_lemma_sequence': 7, 'miss': 264, 'spacing_hyphen_or_width': 26}	/mnt/taurus/home/jiaxuanluo/InfiniSST/documents/code/train/term_train/reports/figures/eso_de_ja_results/de/seg1920/instances.log
medicine_hardraw	InfiniSST	de	3	1437	211	647	339	0.5239567233384853	394	0.6089644513137558	348	0.5378670788253478	403	0.6228748068006182	{'casefold_or_compound': 24, 'exact': 339, 'german_lemma_sequence': 9, 'miss': 244, 'spacing_hyphen_or_width': 31}	/mnt/taurus/home/jiaxuanluo/InfiniSST/documents/code/train/term_train/reports/figures/eso_de_ja_results/de/seg2880/instances.log
medicine_hardraw	InfiniSST	de	4	1437	211	647	365	0.5641421947449768	395	0.6105100463678517	373	0.5765069551777434	403	0.6228748068006182	{'casefold_or_compound': 15, 'exact': 365, 'german_lemma_sequence': 8, 'miss': 244, 'spacing_hyphen_or_width': 15}	/mnt/taurus/home/jiaxuanluo/InfiniSST/documents/code/train/term_train/reports/figures/eso_de_ja_results/de/seg3840/instances.log
medicine_hardraw	RASST	de	1	1437	211	647	470	0.7264296754250387	504	0.7789799072642968	481	0.7434312210200927	515	0.7959814528593508	{'casefold_or_compound': 10, 'exact': 470, 'german_lemma_sequence': 11, 'miss': 132, 'spacing_hyphen_or_width': 24}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de/cells/medicine_hardraw__de__lm1/de/drasst_main_result_medicine_hardraw_de_lm1_lm1_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/instances.strip_term.log
medicine_hardraw	RASST	de	2	1437	211	647	506	0.7820710973724884	523	0.8083462132921174	515	0.7959814528593508	532	0.8222565687789799	{'casefold_or_compound': 7, 'exact': 506, 'german_lemma_sequence': 9, 'miss': 115, 'spacing_hyphen_or_width': 10}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de/cells/medicine_hardraw__de__lm2/de/drasst_main_result_medicine_hardraw_de_lm2_lm2_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/instances.strip_term.log
medicine_hardraw	RASST	de	3	1437	211	647	528	0.8160741885625966	541	0.8361669242658424	536	0.8284389489953632	549	0.848531684698609	{'casefold_or_compound': 6, 'exact': 528, 'german_lemma_sequence': 8, 'miss': 98, 'spacing_hyphen_or_width': 7}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de/cells/medicine_hardraw__de__lm3/de/drasst_main_result_medicine_hardraw_de_lm3_lm3_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/instances.strip_term.log
medicine_hardraw	RASST	de	4	1437	211	647	531	0.8207109737248841	547	0.8454404945904173	539	0.8330757341576507	555	0.8578052550231839	{'casefold_or_compound': 6, 'exact': 531, 'german_lemma_sequence': 8, 'miss': 92, 'spacing_hyphen_or_width': 10}	/mnt/taurus/data2/jiaxuanluo/RASST_release_runs/cache30_30_20_20_followup_after_acl_de_20260528T1142Z/medicine_de/cells/medicine_hardraw__de__lm4/de/drasst_main_result_medicine_hardraw_de_lm4_lm4_k10_th0.78_ghard_medicine_glossary_raw_llm_judge_manual_zh215_unique212/instances.strip_term.log
